size,bold,italic,text_len,num_prefix,is_larger_than_common_font,text_case,is_bulleted,label
12,0,0,94,0,0,mixed,0,P
12,0,0,101,0,0,mixed,0,P
12,0,0,35,0,0,lower,0,P
12,0,0,93,0,0,sentence,0,P
12,0,0,91,0,0,mixed,0,P
12,0,0,85,0,0,mixed,0,P
12,0,0,49,0,0,mixed,0,P
12,0,0,60,0,0,mixed,0,P
12,1,0,27,0,0,mixed,0,H3
12,0,0,89,0,0,sentence,0,P
12,0,0,96,0,0,lower,0,P
12,0,0,92,0,0,lower,0,P
12,0,0,92,0,0,mixed,0,P
12,0,0,92,0,0,mixed,0,P
12,0,0,13,0,0,lower,0,P
12,0,0,77,0,0,lower,0,P
12,0,0,89,0,0,mixed,0,P
12,0,0,85,0,0,mixed,0,P
12,0,0,96,0,0,mixed,0,P
12,0,0,48,0,0,mixed,0,P
12,0,0,98,0,0,sentence,0,P
12,0,0,15,0,0,lower,0,P
14,1,0,30,0,1,upper,0,H2
12,0,0,87,0,0,mixed,0,P
12,0,0,86,0,0,mixed,0,P
12,0,0,94,0,0,mixed,0,P
12,0,0,88,0,0,mixed,0,P
12,0,0,76,0,0,mixed,0,P
10,0,0,24,0,0,lower,0,P
10,0,0,34,0,0,mixed,0,P
14,1,0,37,0,1,upper,0,H2
12,0,0,97,0,0,sentence,0,P
12,0,0,83,0,0,sentence,0,P
12,0,0,86,0,0,mixed,0,P
12,0,0,93,0,0,lower,0,P
12,0,0,92,0,0,mixed,0,P
12,0,0,56,0,0,lower,0,P
14,1,0,28,0,1,upper,0,H2
12,0,0,94,0,0,mixed,0,P
12,0,0,95,0,0,lower,0,P
12,0,0,93,0,0,mixed,0,P
12,0,0,90,0,0,mixed,0,P
12,0,0,92,0,0,mixed,0,P
12,0,0,96,0,0,mixed,0,P
12,0,0,22,0,0,lower,0,P
10,0,0,24,0,0,lower,0,P
10,0,0,34,0,0,mixed,0,P
14,1,0,15,0,1,upper,0,H2
16,1,0,13,0,1,mixed,0,H2
16,1,0,36,0,1,mixed,0,H2
16,1,0,25,0,1,mixed,0,H2
12,1,0,4,0,0,sentence,0,P
12,0,0,12,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,1,0,5,0,0,upper,0,P
12,0,0,43,0,0,mixed,0,P
12,1,0,44,0,0,mixed,0,P
12,1,0,7,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,33,0,0,mixed,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,40,0,0,mixed,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,23,0,0,mixed,0,P
12,0,0,10,0,0,sentence,0,P
12,0,0,20,0,0,mixed,0,P
12,0,0,23,0,0,mixed,0,P
12,0,0,42,0,0,mixed,0,P
12,1,0,36,0,0,mixed,0,P
12,1,0,39,0,0,mixed,0,P
12,0,0,42,0,0,mixed,0,P
12,0,0,17,0,0,mixed,0,P
12,1,0,38,0,0,mixed,0,P
12,1,0,20,0,0,mixed,0,P
12,0,0,37,0,0,mixed,0,P
12,0,0,21,0,0,mixed,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,10,0,0,sentence,0,P
12,0,0,10,0,0,sentence,0,P
12,0,0,7,0,0,sentence,0,P
12,0,0,13,0,0,mixed,0,P
12,0,0,13,0,0,mixed,0,P
12,0,0,7,0,0,sentence,0,P
12,0,0,11,0,0,mixed,0,P
12,0,0,17,0,0,mixed,0,P
12,0,0,6,0,0,sentence,0,P
12,0,0,10,0,0,sentence,0,P
12,0,0,6,0,0,sentence,0,P
12,0,0,10,0,0,sentence,0,P
12,0,0,6,0,0,sentence,0,P
12,0,0,13,0,0,mixed,0,P
12,0,0,6,0,0,sentence,0,P
12,0,0,8,0,0,sentence,0,P
12,0,0,6,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,6,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,13,0,0,sentence,0,P
12,0,0,12,0,0,mixed,0,P
12,0,0,7,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
12,0,0,7,0,0,sentence,0,P
12,0,0,9,0,0,sentence,0,P
10,0,0,24,0,0,lower,0,P
10,0,0,35,0,0,mixed,0,P
12,1,0,7,0,0,sentence,0,H3
12,0,0,69,0,0,mixed,0,P
12,0,0,91,0,0,mixed,0,P
12,0,0,91,0,0,mixed,0,P
12,0,0,93,0,0,mixed,0,P
12,0,0,22,0,0,mixed,0,P
12,0,0,95,0,0,mixed,0,P
12,0,0,64,0,0,mixed,0,P
12,0,0,93,0,0,mixed,0,P
12,0,0,89,0,0,mixed,0,P
12,0,0,7,0,0,lower,0,P
12,0,0,80,0,0,mixed,0,P
12,0,0,89,0,0,mixed,0,P
12,0,0,93,0,0,mixed,0,P
12,0,0,89,0,0,mixed,0,P
12,0,0,88,0,0,mixed,0,P
12,0,0,90,0,0,mixed,0,P
10,0,0,24,0,0,lower,0,P
